siren,siret,denominationUniteLegale,denominationUsuelle1UniteLegale,activitePrincipaleUniteLegale,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,indiceRepetitionDernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,libellePaysEtranger2Etablissement,etatAdministratifEtablissement,enseigne1Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,Adresse pr‚cise
984535393,98453539300016,,,62.01Z,,33,,,,CITE,DES MARTREYS,24570,LE LARDIN-SAINT-LAZARE,,,24229,,,,,24229a050_B,560122.3471277251,6450007.503322224,,A,,,62.01Z,33 CITE DES MARTREYS 24570 LE LARDIN-SAINT-LAZARE
984669432,98466943200010,SEB-24-SASU,,62.01Z,,24,T,,,ROUTE,DE ROSETTE,24100,BERGERAC,,,24037,,,,,240374105_B,500617.63870086323,6421804.014085425,,A,,,62.01Z,"24, T ROUTE DE ROSETTE 24100 BERGERAC"
984727842,98472784200010,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAINT-GERMAIN-DU-SALEMBRE,,[ND],24418,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, SAINT-GERMAIN-DU-SALEMBRE
984945196,98494519600017,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SARLAT-LA-CANEDA,,[ND],24520,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, SARLAT-LA-CANEDA
985005487,98500548700014,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BOULAZAC ISLE MANOIRE,,[ND],24053,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, BOULAZAC ISLE MANOIRE
987521820,98752182000017,,,62.01Z,,7,,,,RUE,DE L'ALMA,24000,PERIGUEUX,,,24322,,,,,243220120_B,521583.4270482174,6456383.484704118,,A,,V2V DEVELOPPEMENT,62.01Z,7 RUE DE L'ALMA 24000 PERIGUEUX
988503827,98850382700012,,,62.01Z,,11,,,,RUE,SAINT-MICHEL,24100,BERGERAC,,,24037,,,,,240374300_B,500993.72,6419679.04,,A,,INFOTECHSERVICES,62.01Z,11 RUE SAINT-MICHEL 24100 BERGERAC
989921895,98992189500011,SYLVENCIA FRANCE,,62.01Z,,97,,,,CHEMIN,LA LEBRE,24150,LANQUAIS,,,24228,,,,,242280370_B,516338.3,6415118.3,,A,,SYLVENCIA FRANCE,62.01Z,97 CHEMIN LA LEBRE 24150 LANQUAIS
990063802,99006380200013,,,62.01Z,,8,,,,RUE,BERTRAND DU GUESCLIN,24000,PERIGUEUX,,,24322,,,,,24322x1ve_B,520608.84,6456393.06,,A,,CHAFAI,62.01Z,8 RUE BERTRAND DU GUESCLIN 24000 PERIGUEUX
990505448,99050544800011,,,62.01Z,,187,,,,ROUTE,DES ROSIERS,24600,VILLETOUREIX,,,24586,,,,,245861220_B,491777.96,6466124.62,,A,,XPERIENCEWEB&SERVICES,62.01Z,187 ROUTE DES ROSIERS 24600 VILLETOUREIX
990803215,99080321500039,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],PERIGUEUX,,[ND],24322,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, PERIGUEUX
991028952,99102895200018,LUCKY BOYS,,62.01Z,,165,,,,ROUTE,DE VILLEREAL,24560,SAINTE-RADEGONDE,,,24492,,,,,24492mlyb_B,516155.65,6401612.72,,A,,,62.01Z,165 ROUTE DE VILLEREAL 24560 SAINTE-RADEGONDE
991063413,99106341300017,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],COLY-SAINT-AMAND,,[ND],24364,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, COLY-SAINT-AMAND
991241043,99124104300017,YOULIJO,,62.01Z,,466,,,,RUE,DES ECOLES,24120,PAZAYAC,,,24321,,,,,243210160_C,,,,A,,,62.01Z,466 RUE DES ECOLES 24120 PAZAYAC
992075127,99207512700017,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BERGERAC,,[ND],24037,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, BERGERAC
992572149,99257214900019,VALOREM,,62.01Z,,65,,,,PLACE,DE LA MAIRIE,24220,CASTELS ET BEZENAC,,,24087,,,,,240870700_B,545939.63,6420507.88,,A,,VALOREM,62.01Z,65 PLACE DE LA MAIRIE 24220 CASTELS ET BEZENAC
992949875,99294987500015,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAINT-MARTIN-DE-RIBERAC,,[ND],24455,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, SAINT-MARTIN-DE-RIBERAC
993093731,99309373100012,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],PERIGUEUX,,[ND],24322,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, PERIGUEUX
321201402,32120140200047,GEMATIQUE,,62.02A,,26,,,,RUE,ROMAINE,24000,PERIGUEUX,,,24322,,,,,243223500_B,520499.0027018932,6456111.247380325,,A,,,62.02A,26 RUE ROMAINE 24000 PERIGUEUX
333504892,33350489200055,[ND],[ND],62.02A,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],PERIGUEUX,,[ND],24322,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.02A, PERIGUEUX
334176195,33417619500090,,,62.02A,,44,,,,AVENUE,PIERRE MENDES FRANCE,24660,COULOUNIEIX-CHAMIERS,,,24138,,,,,241381255_B,518993.51866864273,6454232.08551186,,A,,,62.02A,44 AVENUE PIERRE MENDES FRANCE 24660 COULOUNIEIX-CHAMIERS
335307021,33530702100055,LE ZERO ET L'INFINI,,62.02A,ZC ARTISANALE CREA VALLEE SUD,,,,,ALLEE,DE LA COUTURE,24660,SANILHAC,,,24312,,,,,243120201_B,519667.66,6451472.53,,A,,LE ZERO ET L'INFINI,62.02A,ZC ARTISANALE CREA VALLEE SUD  ALLEE DE LA COUTURE 24660 SANILHAC
337658157,33765815700066,,,62.02A,,,,,,,LE PONTEIX,24190,NEUVIC,,,24309,,,,,,,,,A,,,62.02A, LE PONTEIX 24190 NEUVIC
339077919,33907791900043,,,62.02A,,15,,,,AVENUE,DE GAUMONDIERES,24300,NONTRON,,,24311,,,,,243110520_B,517996.64148134866,6495129.688027874,,A,,,62.02A,15 AVENUE DE GAUMONDIERES 24300 NONTRON
343563789,34356378900035,,,62.02A,,,,,,,LE PINAUD,24430,RAZAC SUR L'ISLE,,,24350,,,,,,,,,A,,,62.02A, LE PINAUD 24430 RAZAC SUR L'ISLE
351086954,35108695400028,DEFENSE ARTISANS COMMERCANTS DU PERIGORD,,62.02A,,193,,,,ROUTE,DE LYON,24000,PERIGUEUX,,,24322,,,,,243222480_B,522959.65351904335,6455941.162216364,,A,,,62.02A,193 ROUTE DE LYON 24000 PERIGUEUX
352681878,35268187800026,ORGANISATION ET INFORMATIQUE,HOCHE CONSEIL,62.02A,CRE@VALEE NORD,371,,,,BOULEVARD,DES SAVEURS,24660,COULOUNIEIX-CHAMIERS,,,24138,,,,,241381512_B,519110.68203732,6452141.841779938,,A,,,62.02A,CRE@VALEE NORD 371 BOULEVARD DES SAVEURS 24660 COULOUNIEIX-CHAMIERS
382786499,38278649900022,,,62.02A,,29,,,,AV,PASTEUR,24700,MONTPON-MENESTEROL,,,24294,,,,,242940280_C,,,,A,,,62.02A,29 AV PASTEUR 24700 MONTPON-MENESTEROL
387978372,38797837200028,,,62.02A,LES PICHOTTES,5115,,,,RTE,DE LA FORCE,24130,EYRAUD-CREMPSE-MAURENS,,,24259,,,,,,,,,A,,DA CONSEILS,62.02A,LES PICHOTTES 5115 RTE DE LA FORCE 24130 EYRAUD-CREMPSE-MAURENS
397718099,39771809900039,SAS SCOTT ACTIONS SERVICES,,62.02A,,10,,,,ROUTE,DE BERGERAC,24150,SAINT-CAPRAISE-DE-LALINDE,,,24382,,,,,243820016_B,514471.60117586295,6418649.237547839,,A,,,62.02A,10 ROUTE DE BERGERAC 24150 SAINT-CAPRAISE-DE-LALINDE
401901624,40190162400080,,,62.02A,"MAISON, ROUTE DE SAUSSIGNAC",,,,,,LE BOURG,24240,RAZAC-DE-SAUSSIGNAC,,,24349,,,,,,,,,A,,,62.02A,"MAISON, ROUTE DE SAUSSIGNAC  LE BOURG 24240 RAZAC-DE-SAUSSIGNAC"
403728785,40372878500045,ALLIANCE INTERNATIONALE INFORMATIQUE,,62.02A,POLE INTERCONSULAIRE CREVALLEE NORD,295,,,,BOULEVARD,DES SAVEURS,24660,COULOUNIEIX-CHAMIERS,,,24138,,,,,241381512_B,519108.22,6452213.8,,A,,A2I SUD OUEST (A2I SO),62.02A,POLE INTERCONSULAIRE CREVALLEE NORD 295 BOULEVARD DES SAVEURS 24660 COULOUNIEIX-CHAMIERS
411646714,41164671400013,,,62.02A,,,,,,,LES SALLES,24300,NONTRON,,,24311,,,,,24311B166_C,,,,A,,,62.02A, LES SALLES 24300 NONTRON
417800984,41780098400029,,,62.02A,,,,,,,LA TOUR,24580,ROUFFIGNAC ST CERNIN DE R,,,24356,,,,,24356B431_C,,,,A,,,62.02A, LA TOUR 24580 ROUFFIGNAC ST CERNIN DE R
423336254,42333625400010,INFO RESSOURCES,,62.02A,MAIRIE,,,,,PLACE,DE LA LIBERTE,24200,SARLAT-LA-CANEDA,,,24520,,,,,245201295_B,559215.410508041,6422773.780594015,,A,,,62.02A,MAIRIE  PLACE DE LA LIBERTE 24200 SARLAT-LA-CANEDA
423734177,42373417700045,,,62.02A,,21,,,,AVENUE,DES MARGUERITES,24500,EYMET,,,24167,,,,,241670105_B,493748.2821260013,6399599.071620126,,A,,,62.02A,21 AVENUE DES MARGUERITES 24500 EYMET
424242204,42424220400040,IRCF(INFORM RESEAUX COM FORMATION),,62.02A,,19,,,,RUE,DE LA PRAIRIE,24430,MARSAC-SUR-L'ISLE,,,24256,,,,,242560263_B,516586.4256765632,6457541.290136238,,A,IRCF,,62.02A,19 RUE DE LA PRAIRIE 24430 MARSAC-SUR-L'ISLE
424677664,42467766400031,INTERNET VISIO SOFTWARE,I.V.S.,62.02A,DOMAINE DE BASTET  -  LE TUQUET NORD -,,,,,ROUTE,DE MUSSIDAN,24100,BERGERAC,,,24037,,,,,240373213_B,499318.1130234476,6421868.050253466,,A,,,62.02A,DOMAINE DE BASTET  -  LE TUQUET NORD -  ROUTE DE MUSSIDAN 24100 BERGERAC
428116537,42811653700039,,,62.02A,,96,,,,AVENUE,PASTEUR,24100,BERGERAC,,,24037,,,,,240373320_B,502233.0252417971,6421141.479095407,,A,,,62.02A,96 AVENUE PASTEUR 24100 BERGERAC
429410384,42941038400011,AYOR SUPPORT,,62.02A,,,,,,,ZAE DE SALTGOURDE,24430,MARSAC SUR L'ISLE,,,24256,,,,,,,,,A,,,62.02A, ZAE DE SALTGOURDE 24430 MARSAC SUR L'ISLE
429591019,42959101900055,[ND],[ND],62.02A,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAVIGNAC-DE-MIREMONT,,[ND],24524,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.02A, SAVIGNAC-DE-MIREMONT
431379734,43137973400053,,CLIC MEDICAL,62.02A,,19,,,,RUE,DES MASSIAS,24700,MONTPON-MENESTEROL,,,24294,,,,,242940227_B,475650.54479040945,6438668.523661358,,A,CLIC MEDICAL,,62.02A,19 RUE DES MASSIAS 24700 MONTPON-MENESTEROL
432254258,43225425800044,[ND],[ND],62.02A,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAINT-ASTIER,,[ND],24372,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.02A, SAINT-ASTIER
445046139,44504613900041,,,62.02A,,1,,,,ALLEE,DU MARECHAL-FERRANT,24140,VILLAMBLARD,,,24581,,,,,24581sinc_B,506501.1,6438821.38,,A,,,62.02A,1 ALLEE DU MARECHAL-FERRANT 24140 VILLAMBLARD
482641925,48264192500052,,,62.02A,LE BOURG,52,,,,ROUTE,DU PUITS,24600,PETIT-BERSAC,,,24323,,,,,243230095_B,483096.1875644149,6469067.468560881,,A,,,62.02A,LE BOURG 52 ROUTE DU PUITS 24600 PETIT-BERSAC
483783676,48378367600024,BLOC GESTION,,62.02A,,,,,,,PEYREBELAYGUE,24530,QUINSAC,,,24346,,,,,24346s58wk7_B,520144.63164934446,6484172.03938129,,A,,SARL BLOC GESTION,62.02A, PEYREBELAYGUE 24530 QUINSAC
489215327,48921532700052,NEVEA,,62.02A,,17,,,,,GRANDE RUE,24380,VERGT,,,24571,,,,,,,,,A,,,62.02A,17 GRANDE RUE 24380 VERGT
490549573,49054957300023,P.J.C. DEVELOPPEMENT,,62.02A,,,,,,,LE BOURG,24390,COUBJOURS,,,24136,,,,,24136B005_C,,,,A,,,62.02A, LE BOURG 24390 COUBJOURS
492641907,49264190700075,SANTEGO,,62.02A,,34,,,,RUE,DES THERMES,24000,PERIGUEUX,,,24322,,,,,243224030_B,520752.7750275006,6456012.242187359,,A,,,62.02A,34 RUE DES THERMES 24000 PERIGUEUX
492641907,49264190700083,SANTEGO,,62.02A,,25,,,,IMPASSE,BLAISE PASCAL,24000,PERIGUEUX,,,24322,,,,,243220650_B,520647.91302070476,6457444.766585638,,A,,,62.02A,25 IMPASSE BLAISE PASCAL 24000 PERIGUEUX
493047278,49304727800053,[ND],[ND],62.02A,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],EYMET,,[ND],24167,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.02A, EYMET
494339203,49433920300023,,,62.02A,,,,,,RUE,EMILE AUGIER,24100,BERGERAC,,,24037,,,,,240371630_B,501478.1419151478,6421078.6816406045,,A,,,62.02A, RUE EMILE AUGIER 24100 BERGERAC
495375131,49537513100036,KREAPIXEL NETWORK,,62.02A,,,,,,RUE,DU 19 M ARS 1962,24520,SAINT-SAUVEUR,,,24499,,,,,,,,,A,,,62.02A, RUE DU 19 M ARS 1962 24520 SAINT-SAUVEUR
499420917,49942091700043,,,62.02A,,22,,,,RUE,DU CAMP DE CESAR,24660,COULOUNIEIX-CHAMIERS,,,24138,,,,,241380192_B,519800.49,6455453.32,,A,,,62.02A,22 RUE DU CAMP DE CESAR 24660 COULOUNIEIX-CHAMIERS
508147154,50814715400068,[ND],[ND],62.02A,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],PERIGUEUX,,[ND],24322,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.02A, PERIGUEUX
509950432,50995043200039,,,62.02A,,9,,,,CLOS,DU CHARPRE,24650,CHANCELADE,,,24102,,,,,24102a015_B,515980.8527317487,6459464.079868034,,A,,,62.02A,9 CLOS DU CHARPRE 24650 CHANCELADE
510951247,51095124700020,,,62.02A,,16,,,,RUE,DU CIMETIERE,24300,AUGIGNAC,,,24016,,,,,240160020_B,520480.46,6501605.03,,A,,,62.02A,16 RUE DU CIMETIERE 24300 AUGIGNAC
511742579,51174257900010,,,62.02A,,2,,,,CHEMIN,DE LA NOIRE,24130,SAINT-PIERRE-D'EYRAUD,,,24487,,,,,244870425_B,489154.9970870343,6422159.070316891,,A,,,62.02A,2 CHEMIN DE LA NOIRE 24130 SAINT-PIERRE-D'EYRAUD
512831215,51283121500037,[ND],[ND],62.02A,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],PERIGUEUX,,[ND],24322,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.02A, PERIGUEUX
513053876,51305387600027,,,62.02A,,1,,,,ROUTE,DES PLANTES,24430,ANNESSE-ET-BEAULIEU,,,24010,,,,,240100176_B,510706.0502690065,6455605.08667981,,A,,,62.02A,1 ROUTE DES PLANTES 24430 ANNESSE-ET-BEAULIEU
513725812,51372581200038,ELIA,,62.02A,ZA LABAURIE,107,,,,RUE,DE L'AVENIR,24800,EYZERAC,,,24171,,,,,241710040_B,535539.81,6478811.89,,A,,,62.02A,ZA LABAURIE 107 RUE DE L'AVENIR 24800 EYZERAC
514865922,51486592200033,[ND],[ND],62.02A,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],PERIGUEUX,,[ND],24322,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.02A, PERIGUEUX
518849070,51884907000033,UBIQUITOUS SOLUTIONS,,62.02A,,8,,,,RUE,DU MAJORAL FOURNIER,24750,CHAMPCEVINEL,,,24098,,,,,240980048_B,521649.762818221,6459741.623763594,,A,,U17S,62.02A,8 RUE DU MAJORAL FOURNIER 24750 CHAMPCEVINEL
520881897,52088189700026,,,62.02A,,13,,,,RUE,DES COLLINES,24000,PERIGUEUX,,,24322,,,,,243221150_B,520310.1977827203,6455705.178479269,,A,,,62.02A,13 RUE DES COLLINES 24000 PERIGUEUX
521272153,52127215300029,[ND],[ND],62.02A,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],MAUZENS-ET-MIREMONT,,[ND],24261,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.02A, MAUZENS-ET-MIREMONT
521754069,52175406900057,,,62.02A,,1100,,,,ROUTE,D'ALIX,24130,LUNAS,,,24246,,,,,242460020_B,494544.9223236249,6428501.676460541,,A,,,62.02A,1100 ROUTE D'ALIX 24130 LUNAS
522069905,52206990500035,[ND],[ND],62.02A,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],CALVIAC-EN-PERIGORD,,[ND],24074,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.02A, CALVIAC-EN-PERIGORD
522449115,52244911500024,,,62.02A,,,,,,LD,LE MAZEAU,24520,LAMONZIE-MONTASTRUC,,,24224,,,,,,,,,A,,,62.02A, LD LE MAZEAU 24520 LAMONZIE-MONTASTRUC
527690564,52769056400028,,,62.02A,,,,,,,LE HAUT MARSALET,24240,MONBAZILLAC,,,24274,,,,,,,,,A,,,62.02A, LE HAUT MARSALET 24240 MONBAZILLAC
528732399,52873239900019,"""MIGHTY OAK""",,62.02A,,,,,,LD,THOMAS,24170,SAINT-POMPON,,,24488,,,,,,,,,A,,,62.02A, LD THOMAS 24170 SAINT-POMPON
528867724,52886772400023,,EDITIONS ASSYELLE,62.02A,,505,,,,ROUTE,DE LA JOLIVIE,24520,LAMONZIE-MONTASTRUC,,,24224,,,,,242240390_B,509987.28,6423814.47,,A,LARVET PHILIPPE,LARVET PHILIPPE,62.02A,505 ROUTE DE LA JOLIVIE 24520 LAMONZIE-MONTASTRUC
529125346,52912534600047,EMBROSS AIRPORT SERVICES,EDGE-AIRPORT & SERVICES,62.02A,,109,,,,RUE,NEUVE D'ARGENSON,24100,BERGERAC,,,24037,,,,,240373240_B,501572.1276833147,6420244.579028762,,A,,EDGE-AIRPORT & SERVICES EDGE-AIRPORT EDGE-SERVICES,62.02A,109 RUE NEUVE D'ARGENSON 24100 BERGERAC
530192244,53019224400016,SERV N TECH,,62.02A,,,,,,,LES FONTANELLES,24700,MENESPLET,,,24264,,,,,24264B074_C,,,,A,SERV N TECH,SERV N TECH,62.02A, LES FONTANELLES 24700 MENESPLET
531040657,53104065700011,[ND],[ND],62.02A,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],THIVIERS,,[ND],24551,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.02A, THIVIERS
533533337,53353333700028,,,62.02A,,4,,,,CHEMIN,DU CHATEAU DE ROSETTE,24100,BERGERAC,,,24037,,,,,240371065_B,500611.92,6422057.45,,A,,COMPILAFLOWS,62.02A,4 CHEMIN DU CHATEAU DE ROSETTE 24100 BERGERAC
533974275,53397427500018,ADAPTIVE-CONSULTING,,62.02A,,,,,,,IMPASSE DU CUIRASSOU,24430,MARSAC SUR L'ISLE,,,24256,,,,,,,,,A,,,62.02A, IMPASSE DU CUIRASSOU 24430 MARSAC SUR L'ISLE
535070015,53507001500032,EVIDENCE LB,,62.02A,,,,,,,L ENFOUNY,24240,RIBAGNAC,,,24351,,,,,,,,,A,,EVIDENCE LB,62.02A, L ENFOUNY 24240 RIBAGNAC
750825531,75082553100056,,,62.02A,,45,,,,IMPASSE,DES COGNASSIERS,24360,BUSSEROLLES,,,24070,,,,,240700370_B,516725.46691253246,6512589.740714195,,A,,,62.02A,45 IMPASSE DES COGNASSIERS 24360 BUSSEROLLES
752847921,75284792100034,,,62.02A,,,,,,,LE TOURON SUD,24190,SAINT-GERMAIN-DU-SALEMBRE,,,24418,,,,,24418B105_C,,,,A,,,62.02A, LE TOURON SUD 24190 SAINT-GERMAIN-DU-SALEMBRE
753694116,75369411600017,,,62.02A,,20,,,,BOULEVARD,GEORGES SAUMANDE,24000,PERIGUEUX,,,24322,,,,,243221780_B,521329.093824661,6456449.251428552,,A,,,62.02A,20 BOULEVARD GEORGES SAUMANDE 24000 PERIGUEUX
788891380,78889138000032,ITLB,,62.02A,,5,,,,IMPASSE,DU PLEYSSAC,24310,PAUSSAC-ET-SAINT-VIVIEN,,,24319,,,,,243199d49_B,508419.97332539246,6472972.225276541,,A,,,62.02A,5 IMPASSE DU PLEYSSAC 24310 PAUSSAC-ET-SAINT-VIVIEN
789037058,78903705800011,,,62.02A,,27,,,,RUE,BERGGREN,24100,BERGERAC,,,24037,,,,,240370475_B,501120.41863188765,6419415.520672021,,A,,,62.02A,27 RUE BERGGREN 24100 BERGERAC
789722345,78972234500012,,,62.02A,,,,,,,LE TAP,24240,SAUSSIGNAC,,,24523,,,,,,,,,A,,,62.02A, LE TAP 24240 SAUSSIGNAC
798455499,79845549900011,,,62.02A,,,,,,,LA PLANE,24130,EYRAUD-CREMPSE-MAURENS,,,24259,,,,,,,,,A,,,62.02A, LA PLANE 24130 EYRAUD-CREMPSE-MAURENS
800525040,80052504000013,,,62.02A,LE GRELAT,,,,,,LA BARONNIE,24220,CASTELS ET BEZENAC,,,24087,,,,,,,,,A,,,62.02A,LE GRELAT  LA BARONNIE 24220 CASTELS ET BEZENAC
802474221,80247422100024,THERA SOFT,,62.02A,,,,,,,LOUBATOUR,24450,ST-PIERRE-DE-FRUGIE,,,24486,,,,,24486B040_C,,,,A,,THERA SOFT,62.02A, LOUBATOUR 24450 ST-PIERRE-DE-FRUGIE
803261916,80326191600024,,,62.02A,,7,,,,CHEMIN,DE BEULAYGUES,24100,BERGERAC,,,24037,,,,,240370524_B,500265.5593783224,6416476.404693247,,A,,,62.02A,7 CHEMIN DE BEULAYGUES 24100 BERGERAC
804561389,80456138900029,[ND],[ND],62.02A,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BERGERAC,,[ND],24037,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.02A, BERGERAC
805019171,80501917100018,MPE2CONSEILS,,62.02A,LES FONTILLES,173,,,,IMPASSE,DE LA CLE DES CHANTS,24330,LA DOUZE,,,24156,,,,,241560300_B,532042.77,6443992.52,,A,,,62.02A,LES FONTILLES 173 IMPASSE DE LA CLE DES CHANTS 24330 LA DOUZE
807780234,80778023400025,[ND],[ND],62.02A,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],URVAL,,[ND],24560,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.02A, URVAL
807860853,80786085300017,DIMLOG,,62.02A,,2,,,,,MAISON DES DIMES,24560,ISSIGEAC,,,24212,,,,,,,,,A,,DIMLOG,62.02A,2 MAISON DES DIMES 24560 ISSIGEAC
809917339,80991733900016,,,62.02A,,,,,,,LE BOURG,24320,BERTRIC-BUREE,,,24038,,,,,24038B020_C,,,,A,,MACAISNE MELANIE,62.02A, LE BOURG 24320 BERTRIC-BUREE
810034322,81003432200026,SILVER CLIC,,62.02A,,,,,,,PEYNADET,24400,ISSAC,,,24211,,,,,24211B128_C,,,,A,,,62.02A, PEYNADET 24400 ISSAC
810584482,81058448200030,[ND],[ND],62.02A,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],MARNAC,,[ND],24254,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.02A, MARNAC
810688002,81068800200031,,,62.02A,,657,,,,ROUTE,DE LA COTE,24300,NONTRON,,,24311,,,,,243110330_B,516773.3,6495666.47,,A,,,62.02A,657 ROUTE DE LA COTE 24300 NONTRON
811212950,81121295000034,,,62.02A,,54,,,,,GRAND RUE,24380,VERGT,,,24571,,,,,,,,,A,,,62.02A,54 GRAND RUE 24380 VERGT
812856136,81285613600013,,,62.02A,,,,,,,LA CROIX DU GENDRE,24190,DOUZILLAC,,,24157,,,,,24157B031_C,,,,A,,,62.02A, LA CROIX DU GENDRE 24190 DOUZILLAC
815116678,81511667800013,SPB TECHNOLOGIE,,62.02A,LIEU DIT LA PLAINE,19,,,,ROUTE,NATIONALE,24420,SARLIAC-SUR-L'ISLE,,,24521,,,,,24521m1tf_B,533101.8966985196,6461921.2904977,,A,,,62.02A,LIEU DIT LA PLAINE 19 ROUTE NATIONALE 24420 SARLIAC-SUR-L'ISLE
815116678,81511667800021,SPB TECHNOLOGIE,,62.02A,LIEU-DIT LA PLAINE,13,,,,ROUTE,NATIONALE,24420,SARLIAC-SUR-L'ISLE,,,24521,,,,,24521m1tf_B,533056.8278646242,6461690.752952692,,A,,,62.02A,LIEU-DIT LA PLAINE 13 ROUTE NATIONALE 24420 SARLIAC-SUR-L'ISLE
821504677,82150467700013,,,62.02A,,,,,,,REGOURDOU,24290,MONTIGNAC-LASCAUX,,,24291,,,,,24291B258_C,,,,A,DOMAINE DE LASCAUX,DOMAINE DE LASCAUX,62.02A, REGOURDOU 24290 MONTIGNAC-LASCAUX
821541968,82154196800011,,,62.02A,,4,,,,RUE,DES ANCIENS COMBATTANTS,24600,SAINT-MARTIN-DE-RIBERAC,,,24455,,,,,244550005_B,492955.86661823664,6462357.800716071,,A,,,62.02A,4 RUE DES ANCIENS COMBATTANTS 24600 SAINT-MARTIN-DE-RIBERAC
821842317,82184231700025,[ND],[ND],62.02A,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],ISSIGEAC,,[ND],24212,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.02A, ISSIGEAC
824359301,82435930100028,,,62.02A,,3,,,,RUE,CRONSTADT,24000,PERIGUEUX,,,24322,,,,,243221260_B,520177.53508260543,6456950.750796329,,A,,PHARENET,62.02A,3 RUE CRONSTADT 24000 PERIGUEUX
827926437,82792643700019,[ND],[ND],62.02A,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BOULAZAC ISLE MANOIRE,,[ND],24053,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.02A, BOULAZAC ISLE MANOIRE
828325340,82832534000036,[ND],[ND],62.02A,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],NONTRON,,[ND],24311,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.02A, NONTRON
828616334,82861633400011,PIXUL,,62.02A,,22,,,,RUE,DE RIBERAC,24340,LA ROCHEBEAUCOURT ET ARGENTINE,,,24353,,,,,243530075_C,,,,A,,,62.02A,22 RUE DE RIBERAC 24340 LA ROCHEBEAUCOURT ET ARGENTINE
